""	"MS"	"mL"
"259291"	0	0
"259292"	-0.002	0
"259294"	-0.003	-0.002
"259295"	0.001	0.002
"259296"	0.001	0.003
"2593"	-0.011	-0.006
"25930"	0	0.001
"259307"	-0.012	-0.02
"25932"	0.002	-0.009
"25934"	-0.011	-0.005
"25936"	0	0.001
"25937"	0.006	-0.007
"25938"	0.001	0
"25939"	0	0.001
"25940"	0.003	0
"25941"	-0.009	-0.003
"25942"	0.001	0.003
"25943"	0.001	0.001
"25945"	0.021	0.012
"25946"	0.007	0.014
"25948"	0.008	0.004
"25949"	-0.002	0.001
"2595"	0.001	0
"25950"	-0.012	-0.006
"25953"	-0.007	-0.003
"25956"	-0.001	-0.001
"25957"	-0.001	-0.005
"25959"	0.004	-0.004
"2596"	0.001	0.003
"25960"	0.009	0.005
"25961"	-0.002	-0.003
"25962"	-0.003	-0.002
"25963"	-0.001	0.001
"25966"	0.012	-0.015
"2597"	-0.001	-0.005
"25970"	0.002	-0.005
"25972"	-0.004	-0.003
"25973"	-0.003	-0.002
"25974"	-0.014	-0.019
"25975"	0.002	-0.001
"25976"	0.006	0.005
"25977"	0.001	-0.001
"25978"	-0.003	0.004
"25979"	-0.003	0
"25980"	0.002	-0.006
"25981"	-0.01	-0.009
"25983"	0.006	0
"25984"	-0.017	-0.01
"25987"	0.01	-0.006
"25988"	0.001	-0.001
"25989"	-0.002	-0.003
"25992"	0	0
"25994"	-0.002	0.017
"25996"	-0.002	-0.012
"25998"	-0.005	0.013
"25999"	0.031	0.005
"26"	0	-0.002
"26000"	0.003	0.001
"26001"	-0.003	0.003
"26002"	0.004	-0.016
"26003"	0.002	0
"26005"	-0.002	0.003
"26007"	-0.011	0.004
"26009"	0.003	0.004
"26010"	-0.005	-0.004
"26012"	0.006	0.004
"26013"	0	0.003
"26015"	-0.007	-0.006
"26018"	-0.006	0.003
"26019"	0.005	0.001
"26020"	-0.004	0.005
"26022"	-0.001	-0.003
"26024"	-0.002	-0.005
"26025"	0.003	0.001
"26027"	-0.002	0.004
"260293"	-0.006	0.03
"260294"	-0.004	-0.004
"26030"	-0.006	0.022
"26031"	0.004	0.004
"26032"	-0.001	-0.001
"26033"	0	0.003
"260339"	0	-0.002
"26034"	-0.001	-0.004
"260340"	0	0.001
"260341"	-0.002	0.001
"26035"	-0.001	0.001
"26036"	0	0.004
"26037"	0.004	-0.002
"26038"	0.007	0.004
"26039"	0.008	0.001
"26040"	0.033	0.013
"260425"	0.005	0.008
"260429"	-0.002	-0.001
"26043"	0.002	0.001
"260434"	0	-0.001
"260436"	-0.042	-0.041
"26045"	0.001	-0.001
"26046"	-0.002	-0.001
"26047"	0	0.003
"26048"	0	-0.004
"26049"	0	0
"26050"	-0.001	0
"26051"	0.014	0
"26052"	0.004	-0.002
"26053"	-0.008	-0.011
"26054"	0	0
"26056"	0.006	0.007
"26057"	0.003	-0.002
"26058"	0.002	-0.002
"26059"	0	0.01
"26060"	0.003	-0.004
"26061"	-0.008	0.001
"26063"	-0.007	0.002
"26064"	0.011	0.007
"26065"	0.002	-0.006
"26071"	-0.002	0.004
"26073"	-0.002	-0.008
"26074"	0	-0.001
"26080"	0	-0.001
"26082"	0.002	0.001
"26083"	-0.001	-0.002
"26084"	-0.003	-0.004
"26085"	-0.002	-0.001
"26086"	0.006	-0.002
"26088"	-0.001	0.002
"26090"	0.003	0.004
"26091"	-0.007	0.009
"26092"	0.007	0.004
"26093"	0.002	0.003
"26094"	-0.001	-0.005
"26095"	0.001	-0.001
"26097"	0.004	0.004
"26098"	0.001	-0.007
"26099"	0.003	0.007
"26100"	-0.002	-0.003
"26103"	0	-0.001
"26108"	0.003	0.003
"26112"	0	0
"26118"	0.002	0.01
"26119"	-0.003	0.005
"26121"	0.002	-0.003
"26122"	0.001	-0.001
"26123"	-0.001	-0.005
"26127"	0.009	0.005
"26128"	-0.001	0.001
"26130"	0.001	-0.002
"26133"	-0.001	-0.001
"26135"	0.006	-0.008
"26136"	0.005	-0.001
"26137"	0.007	0.01
"26138"	-0.001	-0.002
"26140"	-0.003	0.002
"26145"	0.002	-0.001
"26146"	-0.001	0.005
"26147"	-0.002	-0.005
"26148"	-0.001	0.011
"26149"	0	-0.001
"2615"	0.019	0.004
"26150"	0	-0.001
"26151"	0	-0.004
"26152"	-0.004	-0.005
"26154"	0.006	0.012
"26155"	0.007	-0.006
"26156"	0	-0.009
"26157"	-0.002	-0.004
"26160"	-0.004	-0.004
"26164"	0.001	-0.001
"26165"	-0.002	-0.001
"26166"	-0.001	0.008
"26167"	-0.001	0.001
"26168"	0.004	0
"2617"	0.001	-0.006
"26172"	0	0.003
"261726"	0.002	0
"261729"	0.004	0.005
"26173"	-0.003	-0.002
"261734"	0.008	0.006
"2618"	0.001	-0.004
"26184"	-0.001	-0.003
"26188"	0.003	0.003
"26189"	-0.002	-0.002
"2619"	0.025	-0.012
"26190"	0.003	0.007
"26191"	0	0
"262"	0.006	0.006
"2620"	0	0
"26205"	0	0.003
"26206"	0.002	0.001
"26207"	-0.012	-0.006
"2621"	0.022	-0.004
"26211"	0	0
"26212"	0.002	0.002
"26219"	0.001	0
"2622"	-0.009	0.01
"26220"	-0.005	-0.008
"26221"	0.01	-0.004
"26223"	0.002	0
"26224"	0.002	0.005
"26225"	0.002	0.001
"26227"	-0.004	-0.024
"26228"	0	0.001
"26229"	0.002	0
"2623"	0	0.001
"26230"	-0.005	-0.017
"26231"	-0.003	0.001
"26232"	0.024	-0.001
"26233"	0.001	-0.002
"26234"	-0.004	0.001
"26235"	0	0.001
"26236"	0.001	0.001
"26238"	-0.002	-0.003
"26239"	0	-0.003
"2624"	0.01	0.005
"26240"	-0.003	-0.003
"26245"	0.001	0
"26246"	0	0
"26247"	0	-0.001
"26248"	0.002	0.001
"26249"	0.006	0.001
"2625"	-0.008	-0.001
"26251"	0.001	0.002
"26253"	0.001	0.003
"26254"	0.003	0.002
"26255"	0.017	-0.005
"26256"	0.002	0
"26257"	0.001	-0.001
"26258"	0	0.001
"26259"	-0.004	-0.002
"2626"	-0.003	0
"26260"	-0.007	-0.003
"26261"	0.001	0.001
"26262"	-0.006	0.006
"26263"	0	0
"26266"	0.001	0.001
"26267"	0.001	-0.003
"26268"	0	-0.003
"26269"	-0.009	0
"2627"	-0.006	-0.007
"26270"	-0.01	0.001
"26271"	0.004	0
"26272"	-0.007	0.002
"26273"	0	0.004
"26275"	0.01	-0.002
"26276"	-0.002	0.007
"26277"	0.001	0.006
"26278"	-0.003	-0.009
"26279"	0.004	0.002
"2628"	-0.01	0.005
"26280"	0.004	0.002
"26281"	0.001	-0.001
"26284"	-0.007	-0.004
"26285"	0	0.001
"26286"	-0.002	0.003
"26287"	0	-0.001
"26289"	-0.001	0.019
"2629"	-0.009	0.007
"26290"	0.002	0
"26291"	0.001	0.002
"26292"	-0.004	0.001
"26297"	0.006	0.004
"26298"	-0.031	-0.002
"2630"	-0.001	-0.001
"26301"	-0.019	-0.018
"2631"	-0.004	0.001
"2632"	-0.002	-0.009
"2633"	-0.015	-0.005
"26330"	-0.002	0
"26333"	-0.002	-0.004
"26338"	-0.001	0
"26339"	0	0
"2634"	-0.019	-0.001
"26341"	-0.001	0
"2635"	0.005	0.001
"26353"	0.02	0.04
"26354"	0.005	0.001
"26355"	0.004	0.001
"2637"	0.002	0.001
"2638"	0	0
"2639"	0.003	-0.003
"2641"	0.003	0.003
"2642"	-0.004	-0.004
"2643"	0.011	0.01
"2644"	-0.016	-0.009
"2645"	0.004	0
"2646"	0.009	0.007
"26468"	-0.004	-0.003
"26469"	-0.004	-0.003
"2647"	-0.004	0.006
"26470"	-0.01	0.003
"26471"	0.008	-0.002
"26472"	-0.002	0.001
"26476"	0	0
"2648"	-0.01	-0.013
"2649"	0.002	0.005
"26492"	0.001	0
"26493"	0.001	0
"26494"	0.001	0
"26496"	0.002	0.003
"26499"	-0.017	0.01
"265"	0	-0.001
"2650"	0.001	-0.005
"26502"	-0.007	-0.004
"26503"	-0.001	-0.001
"26504"	0.01	0.005
"26505"	-0.008	-0.007
"26507"	0.003	-0.003
"26508"	0.003	0.014
"26509"	-0.008	0.008
"2651"	-0.012	0
"26511"	0.008	-0.002
"26512"	0.005	0.006
"26515"	0.001	-0.002
"26517"	0.001	0.003
"26519"	0.006	0
"2652"	0	-0.002
"26520"	-0.003	-0.006
"26521"	0.004	0
"26523"	0.002	-0.002
"26524"	0.01	-0.002
"26525"	-0.001	0
"26526"	0	-0.001
"26528"	0.001	-0.003
"26529"	0	0
"2653"	-0.002	-0.001
"26531"	0	-0.002
"26532"	-0.001	-0.001
"26533"	-0.001	-0.001
"26534"	0	-0.001
"26538"	-0.001	-0.001
"26539"	0.001	0.002
"26548"	0	-0.001
"2657"	0	-0.001
"26574"	0.005	-0.003
"26575"	0.01	0.002
"26576"	-0.005	-0.005
"26577"	0.01	0.002
"26578"	0.006	0.004
"26579"	-0.019	-0.023
"2658"	0	-0.001
"26580"	-0.008	0.006
"26581"	0.003	0.004
"26582"	0.001	0.003
"26583"	0	-0.002
"26584"	0.001	0.001
"26585"	0.001	0
"26586"	-0.007	-0.007
"26589"	-0.006	-0.008
"26595"	0	0
"266"	-0.001	0.001
"2660"	0.004	0
"26608"	-0.004	-0.003
"26609"	0.003	0.003
"2661"	-0.001	0
"26610"	-0.003	-0.003
"2662"	0	-0.003
"26636"	-0.001	0.004
"2664"	0.005	0.006
"26648"	0	-0.001
"2665"	-0.002	-0.005
"266553"	0.001	-0.001
"26658"	-0.001	-0.002
"26659"	-0.002	-0.004
"266629"	0	0.001
"26664"	0.002	-0.001
"266675"	0.012	0.008
"266722"	-0.002	0
"266727"	0.004	0
"266740"	0.002	-0.003
"266743"	0.014	0.002
"266747"	-0.001	-0.002
"2668"	0.001	0.001
"266812"	0.002	-0.003
"26682"	0.002	0.002
"26683"	-0.001	-0.001
"26686"	0.002	-0.001
"26689"	0.001	-0.001
"2669"	0.025	0.013
"26692"	0	0
"26696"	0	0.001
"266977"	-0.017	-0.019
"267"	0.002	0.005
"2670"	-0.012	-0.017
"267002"	-0.003	-0.005
"267004"	-0.003	0.003
"267012"	-0.002	-0.001
"26707"	0	-0.002
"2671"	-0.001	0
"26716"	0.002	0.003
"2672"	0.002	0.001
"2673"	-0.005	0.005
"26735"	0.001	0.002
"26737"	-0.001	0.001
"2674"	-0.002	0.002
"26740"	0.001	-0.001
"26747"	0.005	-0.01
"26748"	0	0.001
"26749"	0	0.001
"2675"	0.004	-0.002
"26750"	0	0.003
"26751"	-0.003	0
"2676"	-0.009	-0.01
"26762"	0.002	0.002
"2677"	-0.005	-0.003
"26772"	0.004	0.001
"26773"	0.007	-0.003
"26778"	-0.002	-0.003
"2678"	-0.003	-0.003
"26782"	-0.001	-0.004
"26783"	0.005	-0.002
"26784"	0.005	-0.003
"2679"	-0.005	-0.002
"26793"	0.01	-0.003
"26795"	-0.002	0
"268"	0.013	0.002
"26801"	0	-0.004
"26807"	0.008	-0.001
"26808"	0.002	0
"26809"	-0.001	-0.002
"2681"	-0.002	-0.005
"26811"	0	-0.008
"26813"	0.007	0.006
"26815"	0.008	0.001
"26816"	0.005	-0.001
"26817"	0.007	0.001
"26818"	-0.002	-0.008
"26819"	-0.001	-0.007
"26822"	0.004	0.001
"26823"	0.002	-0.001
"2683"	0.001	0.003
"2686"	0.009	0.002
"2687"	-0.012	-0.009
"26872"	-0.001	0.002
"26873"	-0.015	-0.011
"2688"	0.002	-0.002
"2689"	0	-0.001
"269"	-0.005	0.031
"2690"	0.003	-0.029
"2691"	0.001	0.003
"2692"	0.001	0.002
"2693"	0	-0.002
"2694"	0	-0.001
"2695"	0.001	-0.002
"26952"	0	0
"26953"	-0.002	0.002
"26958"	-0.008	0.005
"26959"	-0.004	0.003
"2696"	0	0.003
"26960"	0.007	0.009
"2697"	0.026	-0.012
"26973"	0.001	-0.003
"26974"	-0.015	-0.002
"26984"	-0.005	-0.001
"26985"	-0.001	0
"26986"	0	-0.004
"26993"	0.002	0
"26994"	-0.001	0.005
"26995"	0	-0.002
"26996"	-0.008	0.027
"26998"	0.002	-0.002
"26999"	-0.001	0.001
"27"	0.007	0.003
"270"	0.004	0.003
"2700"	0	0
"27000"	0.007	0.003
"27004"	0.001	0
"27005"	-0.004	-0.001
"27006"	0.002	0.002
"2701"	0.01	0.007
"27010"	-0.013	-0.019
"27012"	0.001	0
"27013"	-0.003	0.004
"27018"	0	0.001
"27019"	0.002	0.007
"2702"	0.003	0
"27020"	0.005	0.003
"27022"	0	-0.003
"27023"	0	-0.001
"2703"	-0.002	-0.001
"27030"	-0.006	-0.001
"27031"	0	0.002
"27032"	-0.003	-0.002
"27033"	0	0
"27034"	-0.003	0.003
"27035"	0	0
"27036"	-0.001	-0.002
"27037"	0.001	-0.001
"27039"	0.001	-0.001
"27040"	0.002	0.001
"27042"	-0.002	-0.005
"27043"	0.004	-0.002
"27044"	-0.004	-0.005
"2705"	-0.001	-0.002
"2706"	-0.036	-0.021
"27063"	0.02	0.001
"27065"	0.023	-0.002
"27067"	-0.011	0.008
"27068"	-0.002	0.001
"27069"	-0.004	0.001
"2707"	-0.008	0.004
"27071"	-0.015	-0.009
"27072"	-0.002	0.002
"27074"	0	-0.01
"27075"	0.001	0.02
"27076"	-0.021	0.013
"27077"	-0.004	-0.004
"27079"	0.003	-0.009
"27085"	-0.005	-0.009
"27086"	0.004	0.004
"27087"	-0.002	-0.004
"27089"	-0.002	0.001
"2709"	0.003	0.001
"27090"	0	-0.004
"27091"	0	-0.001
"27092"	-0.001	0.008
"27094"	-0.004	0.002
"27095"	-0.011	-0.009
"27097"	0.001	-0.003
"27098"	0.001	0.001
"27099"	0.005	-0.003
"271"	0	0
"2710"	-0.008	0.026
"27101"	0.001	-0.003
"27102"	-0.005	0
"27106"	-0.003	0
"27107"	0.003	0.001
"27109"	-0.006	0.002
"27111"	-0.015	-0.003
"27112"	-0.002	-0.002
"27113"	-0.006	0.01
"27115"	0.01	-0.006
"2712"	0	0
"27120"	0	-0.002
"27121"	-0.001	-0.004
"27122"	0.019	-0.007
"27123"	0.001	-0.001
"27124"	0	0.016
"27125"	0	0.006
"27127"	0.002	0.002
"27128"	0.001	0
"27129"	0.008	0.002
"27130"	-0.008	-0.007
"27131"	-0.002	-0.007
"27132"	-0.007	-0.009
"27133"	-0.001	-0.001
"27134"	-0.02	0.016
"27136"	0	0.002
"27141"	0.002	0.004
"27143"	0.002	0.001
"27145"	0.009	0.004
"27146"	0.001	-0.003
"27147"	0.003	0.005
"27148"	-0.015	-0.002
"27151"	-0.019	-0.024
"27152"	0.008	0.007
"27153"	0.001	-0.001
"27154"	0.003	0.001
"27156"	0.003	0.001
"27158"	-0.001	0.001
"27159"	0	-0.002
"27160"	0.001	0.001
"27161"	0.005	0.005
"27163"	0.001	-0.002
"27164"	0	0
"27165"	0.002	0.002
"27166"	-0.004	-0.015
"2717"	0.006	0.018
"27173"	0	0.002
"27175"	-0.002	0.016
"27177"	0.001	0.001
"27178"	-0.009	-0.005
"27179"	-0.001	0
"27180"	-0.001	-0.001
"27181"	0	-0.002
"27183"	0.002	-0.002
"27184"	-0.001	0
"27185"	-0.001	0
"27189"	0	0.004
"2719"	0.025	0.008
"27190"	0.035	0.004
"27197"	0.001	0.002
"27198"	0.006	0.001
"27199"	-0.008	-0.011
"272"	0.001	0.004
"2720"	-0.006	-0.005
"27201"	0.002	0.001
"27202"	0.001	0.008
"27229"	0.004	-0.007
"27230"	0.001	0.002
"27231"	-0.001	-0.001
"27232"	0.003	0.012
"27233"	0	-0.004
"27235"	-0.004	-0.006
"27236"	-0.004	0.002
"27237"	-0.009	0.014
"27238"	0.003	0.003
"27239"	0	0.014
"27240"	-0.001	0
"27241"	0	0.005
"27242"	-0.003	-0.009
"27243"	-0.006	0.001
"27244"	0	0.006
"27245"	0.008	0.006
"27246"	0.001	0.003
"27247"	-0.011	-0.001
"27248"	-0.006	0.001
"27249"	0	0
"27250"	-0.001	-0.007
"27252"	0.005	-0.003
"27253"	0.009	0.003
"27254"	0.019	0.005
"27255"	0	0.004
"27257"	0.001	0
"27258"	0	0.003
"27283"	-0.002	0
"27284"	0.001	0.003
"27285"	-0.002	-0.003
"27286"	-0.004	0.026
"27287"	0.002	0.001
"27288"	0.001	0.002
"27289"	-0.016	0.014
"2729"	-0.001	0.003
"27290"	0	0.007
"27291"	0.005	0.006
"27292"	0.005	-0.005
"27293"	-0.004	0.006
"27294"	0.007	-0.003
"27295"	0.017	0.011
"27296"	-0.001	0
"27297"	0.001	0.001
"27299"	0.001	-0.001
"273"	-0.001	0.011
"2730"	0.013	0.006
"27300"	0	-0.001
"27301"	-0.001	0.003
"27302"	0.001	0.005
"27303"	0.019	-0.001
"27304"	-0.002	-0.005
"27306"	0	-0.002
"27309"	0.002	-0.002
"2731"	0.004	0.007
"27314"	0.011	0.03
"27315"	-0.014	0
"27316"	0	-0.013
"27319"	0.007	0.005
"27324"	-0.003	0.032
"27327"	0	-0.004
"27328"	0.001	0
"27329"	-0.001	0
"2733"	-0.01	-0.003
"27330"	0.005	0
"27333"	0.013	0
"27334"	0.001	0.002
"27335"	-0.003	-0.005
"27336"	0.001	-0.002
"27338"	0.009	0
"27339"	0	-0.005
"2734"	-0.002	-0.003
"27340"	-0.001	-0.008
"27341"	0.002	0.003
"27342"	0.005	0.003
"27343"	-0.005	-0.003
"27344"	0.003	0.009
"27345"	-0.002	0.02
"27346"	-0.007	-0.019
"27347"	0.012	0.024
"27348"	0.005	0
"27349"	0.002	0.001
"2735"	-0.002	0.002
"27350"	-0.004	0.003
"27351"	-0.007	-0.002
"27352"	-0.015	-0.006
"2736"	0.001	-0.002
"2737"	0.014	0.023
"2738"	-0.01	-0.008
"2739"	-0.008	0
"274"	0.002	0.003
"2740"	0.002	0
"2741"	-0.001	-0.002
"2742"	-0.002	-0.001
"27429"	0.006	0.001
"2743"	-0.017	-0.005
"27430"	-0.005	0
"27433"	-0.005	-0.001
"27434"	-0.004	0.002
"27436"	-0.004	-0.008
"27438"	0.005	-0.005
"27439"	0.002	-0.004
"2744"	0.005	0
"27440"	0.001	-0.003
"27443"	0	-0.001
"2745"	-0.023	-0.022
"2746"	-0.002	0.006
"2747"	0.001	-0.002
"275"	-0.009	0.007
"2752"	-0.004	-0.002
"276"	0	0
"2760"	0.016	0.003
"2762"	-0.009	-0.005
"2764"	-0.001	0.003
"2765"	-0.002	-0.001
"2766"	-0.001	0.009
"2767"	0.002	-0.001
"2768"	0.001	0.003
"2769"	-0.025	0.01
"277"	-0.003	-0.001
"2770"	0.005	-0.014
"2771"	0.005	0.005
"2773"	-0.002	-0.001
"2774"	0.001	0.001
"2775"	0.001	0.004
"2776"	0.004	0.003
"2778"	-0.005	-0.008
"2779"	0.002	0
"278"	-0.003	0.001
"2780"	0.001	0.003
"2781"	0.003	0
"2782"	0	0.002
"2783"	0	0.004
"2784"	0.003	-0.001
"2785"	0	0
"2786"	0.014	0.001
"2787"	0.004	0.006
"2788"	0.006	-0.005
"279"	-0.001	-0.002
"2790"	-0.008	0.005
"2791"	0.03	-0.004
"2792"	0.002	0.002
"2793"	0.004	0.001
"2794"	0.008	0.003
"2796"	0.002	-0.004
"2797"	0	0
"2798"	0.001	0
"2799"	-0.006	0.006
"28"	0.002	0.003
"280"	-0.005	-0.002
"2800"	-0.005	0
"2801"	-0.007	0
"2802"	0.001	-0.001
"2803"	0.003	0.001
"2804"	-0.001	0.001
"2805"	0	-0.002
"2806"	-0.006	-0.001
"280636"	0.001	-0.002
"280655"	0	0.002
"280657"	-0.001	0
"280658"	0	0
"280659"	0.001	-0.001
"280660"	-0.001	0
"280664"	-0.001	-0.001
"2810"	0.021	0.007
"2811"	0	-0.001
"2812"	0.006	0
"2813"	-0.001	0.015
"2814"	0.003	0.004
"2815"	-0.001	-0.003
"2817"	0.034	0.001
"2819"	-0.003	-0.004
"2820"	0	0.003
"2821"	-0.003	-0.003
"2822"	0.001	0.002
"28227"	-0.009	-0.004
"2823"	0	-0.001
"28231"	0.005	-0.007
"28232"	0.005	-0.01
"28234"	0	0
"2824"	0.003	-0.025
"2825"	0.005	0.002
"2826"	0.003	-0.001
"282616"	0	-0.001
"282617"	0.001	0
"282618"	0.001	0
"282679"	0.003	0.01
"2827"	0.019	0.013
"282763"	0.001	0
"282770"	0.002	0.002
"282775"	0.001	0.003
"2828"	0.021	0.008
"282809"	-0.001	0.004
"282890"	-0.006	0.004
"2829"	-0.001	-0.001
"282966"	-0.001	0
"282969"	-0.008	-0.017
"282973"	-0.007	-0.003
"282974"	0	0.001
"282991"	0.001	0.002
"282996"	0.003	-0.001
"283"	-0.007	0.012
"2830"	-0.002	0
"283008"	-0.003	0.001
"283011"	0	0
"283029"	0.001	0.002
"283050"	-0.001	-0.004
"283065"	0.004	0.001
"283071"	-0.006	-0.001
"283078"	0.017	-0.001
"283092"	0.002	0.004
"283093"	0	0.001
"2831"	0	-0.001
"283104"	0	0.001
"283106"	0.004	0.002
"283111"	0.001	0
"283120"	0.005	0.001
"283129"	0	0.001
"283130"	-0.005	0.002
"283131"	0.001	-0.001
"283135"	0	0.001
"283149"	0.005	0.014
"283150"	0	0
"283152"	0	0.001
"283157"	0.001	0
"283159"	0	0
"28316"	0	-0.001
"283160"	0	0
"283162"	0.001	0.002
"283165"	0.003	0.003
"283171"	0.001	0.002
"283174"	0.013	0.001
"283176"	0.003	0.001
"283189"	0	-0.001
"283197"	0.001	0.001
"2832"	-0.002	-0.001
"283202"	0	0
"283208"	0.002	0.002
"283209"	0.012	0.022
"283212"	-0.004	0.005
"283218"	0	-0.002
"283219"	0	0.004
"283225"	0.004	0.001
"283229"	-0.024	0.007
"283232"	0	0
"283234"	-0.011	-0.012
"283237"	0.001	-0.001
"283238"	0.001	0.001
"283248"	-0.003	-0.002
"283254"	-0.004	0.003
"283278"	0	0.004
"283284"	-0.005	0.01
"283294"	0.003	-0.002
"283297"	0	-0.002
"283298"	0.003	0.004
"2833"	0.002	0
"283303"	-0.002	-0.003
"283310"	0.001	0.002
"283316"	-0.026	0.004
"283337"	-0.002	0
"283340"	-0.002	-0.003
"283345"	-0.004	-0.01
"283349"	0.005	0.001
"283358"	-0.001	-0.003
"283365"	0.001	-0.001
"283375"	0.002	0.002
"283377"	-0.007	-0.002
"283383"	0	0
"283385"	0.002	0.005
"283392"	0.003	0.001
"283398"	-0.001	0
"2834"	0.001	0.003
"283401"	0	-0.003
"283412"	-0.005	-0.007
"283416"	-0.007	-0.007
"283417"	-0.006	0.001
"283420"	0.001	0.001
"283422"	0	0.001
"283431"	0	-0.002
"283432"	0	-0.001
"283440"	0	0.002
"283446"	0.006	-0.003
"283455"	0.001	0.003
"283458"	0	0
"283459"	0.009	0
"283461"	0.002	0.001
"283464"	0.002	-0.006
"283471"	0	0.001
"283487"	-0.001	0.008
"283489"	-0.003	0.003
"283491"	-0.023	-0.024
"2835"	0	0.001
"283514"	0	0
"283518"	-0.003	-0.002
"283521"	0.001	0.001
"283537"	-0.015	0.001
"283547"	0.002	0.003
"283551"	0.003	0.005
"283553"	-0.001	-0.006
"283554"	0.004	0.004
"283576"	0.003	0.002
"283578"	-0.001	-0.001
"283579"	0.003	0.001
"283584"	0.001	0.001
"283585"	-0.002	-0.001
"283596"	-0.008	-0.005
"283598"	0	-0.001
"283600"	0.001	0
"283601"	-0.003	0
"283629"	-0.002	-0.002
"283635"	0.002	0.007
"283638"	0.003	0.001
"283643"	-0.005	-0.004
"283650"	0.001	0.001
"283651"	-0.013	0.001
"283652"	0.001	0
"283659"	-0.001	0.002
"283673"	-0.001	0.002
"283677"	0.001	0.002
"283682"	-0.001	-0.001
"283683"	0	-0.002
"283685"	0.001	0.001
"283687"	-0.002	-0.003
"283694"	0	0
"2837"	0.001	0.001
"283711"	-0.001	-0.003
"283726"	0.001	-0.001
"283742"	-0.001	-0.002
"283748"	0.001	0.002
"283755"	0.001	0.001
"283767"	0.001	0
"283768"	0.004	0.001
"283777"	-0.002	-0.003
"283788"	0	-0.002
"283796"	0.001	0
"2838"	0.001	0.002
"283807"	0	-0.002
"283820"	0.003	0.001
"283846"	0	-0.003
"283847"	-0.005	-0.003
"283848"	-0.018	-0.004
"283849"	0.001	0.001
"283860"	0.002	-0.002
"283867"	0.001	0.004
"283870"	0.002	0.001
"283871"	-0.002	0.001
"283874"	-0.001	-0.004
"283876"	-0.001	-0.003
"283887"	-0.001	-0.002
"283897"	0	0.001
"283899"	0.001	0
"283914"	-0.001	-0.002
"283932"	-0.003	-0.004
"283933"	-0.001	-0.003
"283948"	0	-0.002
"283951"	0.008	0.001
"283953"	0	0
"283970"	0	0
"283971"	0.002	-0.001
"283982"	0	-0.002
"283985"	0.002	0.003
"283987"	-0.012	0.015
"283989"	0.006	-0.001
"283991"	-0.009	0.004
"283999"	-0.001	0
"284"	0.003	0.001
"2840"	0	-0.002
"284001"	-0.002	-0.002
"284004"	-0.005	-0.005
"284009"	-0.001	0.001
"284013"	-0.008	-0.009
"284018"	-0.008	0.004
"284021"	-0.003	-0.006
"284023"	0.028	0.004
"284029"	-0.002	0.003
"284034"	-0.001	-0.002
"284040"	0	0.004
"284047"	0.001	0
"284058"	0.005	0
"284064"	-0.001	-0.003
"284067"	-0.002	-0.003
"284069"	0.002	-0.001
"284071"	-0.001	-0.002
"284076"	0.001	0.002
"284083"	0.001	0
"284085"	-0.015	0.007
"284086"	-0.009	-0.006
"284098"	0.001	0
"284099"	0.002	0.001
"2841"	0	-0.001
"284100"	-0.001	0
"284110"	-0.003	-0.003
"284111"	-0.001	-0.003
"284114"	0.001	0
"284119"	0.001	-0.014
"284123"	0.002	0
"284129"	-0.003	0.001
"284131"	-0.006	-0.007
"284161"	0.003	0.003
"284176"	0.001	-0.001
"284185"	-0.001	0.001
"284186"	-0.003	-0.001
"284194"	-0.003	-0.002
"2842"	0	-0.002
"284207"	0.008	0.012
"284217"	0.018	-0.011
"284222"	0.002	0.003
"284230"	-0.001	-0.006
"284241"	0	-0.001
"284252"	0	0.001
"284254"	0	0.002
"284260"	0	-0.001
"284266"	0.001	0.012
"284273"	-0.002	-0.004
"284274"	0.001	0.001
"284288"	0	0
"284293"	0.001	0.001
"284296"	0.003	0.004
"284297"	0.007	0.002
"2843"	0.002	0
"284306"	0.003	0.004
"284307"	0.011	0.008
"284309"	-0.003	0.004
"284312"	0.009	0
"284323"	-0.001	0
"284325"	-0.01	0.001
"284338"	-0.001	-0.001
"284339"	0.001	0.002
"284340"	-0.035	-0.036
"284345"	0.001	0.001
"284346"	0	-0.002
"284348"	0.002	0
"284349"	0.004	0
"284353"	0.006	0.002
"284355"	-0.001	-0.001
"284358"	-0.001	-0.001
"284359"	-0.001	0.001
"284361"	-0.005	0.004
"284365"	0	0.001
"284366"	-0.004	-0.006
"284367"	0	0
"284369"	0.001	0.002
"284370"	0.002	0.003
"284371"	0.006	0.004
"284379"	-0.002	-0.003
"284382"	-0.001	-0.001
"284383"	0	-0.001
"284390"	-0.006	0.001
"284393"	-0.001	-0.002
"2844"	0.001	-0.001
"284402"	0	0
"284403"	-0.003	-0.001
"284406"	0.004	0
"284415"	-0.001	0
"284417"	0.001	0.001
"284418"	0	0
"284422"	0.004	0.003
"284424"	-0.002	-0.002
"284427"	0	0.001
"284428"	0	-0.002
"284433"	-0.001	0.002
"284434"	0.001	0.001
"284439"	0	-0.002
"284441"	0	-0.001
"284443"	0.001	0.004
"284451"	0.002	0
"284459"	-0.002	0.006
"284467"	0.001	-0.003
"284485"	-0.001	0.003
"284486"	0.001	0.001
"284498"	0	0
"2845"	0.002	0
"284521"	0.003	-0.001
"284525"	0.001	0
"284532"	-0.001	-0.002
"284541"	0	-0.001
"284546"	0.001	0
"284565"	0.003	0.002
